#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2016 03 04 23 04  30 13.0 15.0   2.1     6    MM  MM 1019.1  -1.8   4.8    MM  1.6   MM    MM
2016 03 04 22 04  30 12.0 16.0   2.2     6    MM  MM 1019.3  -1.6   4.8    MM  1.6   MM    MM
2016 03 04 21 04  30 13.0 16.0   2.2     6    MM  MM 1019.9  -1.7   4.8    MM  1.6   MM    MM
2016 03 04 20 04  30 13.0 15.0   2.2     5    MM  MM 1020.2  -1.6   4.8    MM  1.6   MM    MM
2016 03 04 19 04  50 11.0 13.0   2.1     5    MM  MM 1020.8  -1.2   4.8    MM  1.6   MM    MM
2016 03 04 18 04  60 10.0 12.0   1.6     5    MM  MM 1021.6  -1.0   4.7    MM  0.6   MM    MM
2016 03 04 17 04  60  9.0 10.0   1.5     5    MM  MM 1022.3  -1.2   4.7    MM  1.6   MM    MM
2016 03 04 16 04  50  9.0 11.0   1.3     5    MM  MM 1023.1  -1.5   4.8    MM  1.5   MM    MM
2016 03 04 15 04 360 11.0 13.0   1.2     4    MM  MM 1023.7  -3.1   4.7    MM  1.4   MM    MM
2016 03 04 14 04  10 10.0 12.0   1.3     5    MM  MM 1024.0  -3.1   4.7    MM  0.9   MM    MM
2016 03 04 13 04  60  6.0  8.0   0.9     4    MM  MM 1024.1  -2.6   4.6    MM  1.0   MM    MM
2016 03 04 12 04  80  6.0  8.0   0.6     4    MM  MM 1023.8  -1.8   4.7    MM  1.6   MM    MM
2016 03 04 11 04  70  6.0  8.0   0.5     3    MM  MM 1023.4  -1.5   4.6    MM  1.6   MM    MM
2016 03 04 10 04  90  5.0  6.0    MM    MM    MM  MM 1023.4  -1.8   4.6    MM  1.6   MM    MM
2016 03 04 09 04  70  5.0  7.0   0.7    11    MM  MM 1023.2  -2.4   4.6    MM  1.6   MM    MM
2016 03 04 08 04  50  4.0  5.0   0.6    11    MM  MM 1023.4  -2.8   4.7    MM  1.6   MM    MM
2016 03 04 07 04  20  4.0  5.0   0.6    11    MM  MM 1024.2  -3.1   4.7    MM  1.6   MM    MM
2016 03 04 06 04  30  3.0  4.0   0.7    11    MM  MM 1025.2  -3.3   4.7    MM  1.6   MM    MM
2016 03 04 05 04  10  3.0  4.0   0.7    11    MM  MM 1025.1  -3.7   4.7    MM  1.6   MM    MM
2016 03 04 04 04 360  4.0  5.0   0.7    11    MM  MM 1024.5  -3.8   4.7    MM  1.6   MM    MM
2016 03 04 03 04 340  3.0  4.0   0.4     3    MM  MM 1025.1  -3.7   4.7    MM  1.6   MM    MM
2016 03 04 02 04 340  6.0  7.0   0.5     3    MM  MM 1024.4  -3.5   4.7    MM  1.6   MM    MM
2016 03 04 01 04 340  7.0  8.0   0.5     3    MM  MM 1023.8  -3.4   4.7    MM  1.6   MM    MM
2016 03 04 00 04 330  6.0  8.0   0.4     3    MM  MM 1023.3  -3.0   4.7    MM  1.6   MM    MM
2016 03 03 23 04 310  6.0  8.0   0.5     3    MM  MM 1023.0  -2.3   4.7    MM  1.6   MM    MM
2016 03 03 22 04 300  6.0  7.0   0.5     3    MM  MM 1022.4  -2.0   4.7    MM  1.4   MM    MM
2016 03 03 21 04 300  7.0  9.0   0.7     3    MM  MM 1022.0  -2.1   4.7    MM  1.6   MM    MM
2016 03 03 20 04 290  7.0  9.0   0.7     3    MM  MM 1021.5  -2.6   4.7    MM  1.6   MM    MM
2016 03 03 19 04 300  6.0  9.0   0.7     4    MM  MM 1021.4  -3.3   4.6    MM  1.6   MM    MM
2016 03 03 18 04 300  9.0 11.0   0.7     4    MM  MM 1021.3  -3.9   4.6    MM  1.6   MM    MM
2016 03 03 17 04 290 10.0 12.0   1.0     4    MM  MM 1021.5  -4.4   4.6    MM  1.4   MM    MM
2016 03 03 16 04 300 10.0 13.0   1.0     4    MM  MM 1021.7  -5.3   4.6    MM  1.6   MM    MM
2016 03 03 15 04 300 12.0 16.0   1.2     4    MM  MM 1021.5  -6.0   4.6    MM  1.3   MM    MM
2016 03 03 14 04 290 13.0 16.0   1.0     4    MM  MM 1021.0  -6.4   4.6    MM  1.2   MM    MM
2016 03 03 13 04 290 14.0 17.0   1.3     4    MM  MM 1020.6  -6.8   4.6    MM  1.4   MM    MM
2016 03 03 12 04 300 12.0 17.0   1.0     4    MM  MM 1019.7  -7.0   4.6    MM  1.4   MM    MM
2016 03 03 11 04 300 11.0 13.0   1.0     4    MM  MM 1018.9  -7.2   4.6    MM  1.6   MM    MM
2016 03 03 10 04 290 10.0 13.0   1.0     4    MM  MM 1017.7  -7.1   4.7    MM  1.6   MM    MM
2016 03 03 09 04 300  9.0 11.0   0.9     4    MM  MM 1016.4  -6.7   4.7    MM  1.6   MM    MM
2016 03 03 08 04 310 10.0 13.0   1.0     4    MM  MM 1015.7  -5.8   4.7    MM  1.6   MM    MM
2016 03 03 07 04 300 12.0 15.0   1.0     4    MM  MM 1015.3  -5.6   4.8    MM  1.6   MM    MM
2016 03 03 06 04 310 12.0 15.0   1.0     4    MM  MM 1014.5  -5.2   4.8    MM  1.6   MM    MM
2016 03 03 05 04 300 12.0 15.0   1.0     4    MM  MM 1013.4  -5.0   4.8    MM  1.6   MM    MM
2016 03 03 04 04 300 13.0 17.0   1.2     4    MM  MM 1012.6  -4.7   4.8    MM  1.6   MM    MM
2016 03 03 03 04 310 13.0 16.0   1.2     4    MM  MM 1011.4  -4.5   4.8    MM  1.6   MM    MM
2016 03 03 02 04 290 13.0 15.0   1.1     4    MM  MM 1010.2  -3.3   4.8    MM  1.6   MM    MM
2016 03 03 01 04  MM 13.0 16.0   1.3     4    MM  MM 1008.4  -2.4   4.8    MM  1.6   MM    MM
2016 03 03 00 04 300 13.0 15.0   1.3     4    MM  MM 1006.5  -0.9   4.8    MM  1.6   MM    MM
2016 03 02 23 04 300  9.0 12.0    MM    MM    MM  MM 1005.0   0.6   4.8    MM  1.6   MM    MM
2016 03 02 22 04 290 12.0 15.0   1.9     8    MM  MM 1002.9   1.6   4.7    MM  1.6   MM    MM
2016 03 02 21 04 280 11.0 14.0   2.1     8    MM  MM 1001.3   2.1   4.7    MM  1.6   MM    MM
2016 03 02 20 04 280 11.0 14.0   2.1     8    MM  MM 1000.1   3.1   4.7    MM  1.6   MM    MM
2016 03 02 19 04 290 10.0 13.0   2.2     8    MM  MM  997.9   4.5   4.7    MM  1.6   MM    MM
2016 03 02 18 04 270 10.0 13.0   2.4     8    MM  MM  997.9   5.0   4.7    MM  1.6   MM    MM
2016 03 02 17 04 270 10.0 13.0   2.2     8    MM  MM  997.1   6.0   4.7    MM  1.6   MM    MM
2016 03 02 16 04 270  8.0 10.0   2.2     8    MM  MM  996.2   6.4   4.7    MM  1.6   MM    MM
2016 03 02 15 04 210  6.0  7.0   2.9     8    MM  MM  994.9   6.7   4.7    MM  1.4   MM    MM
2016 03 02 14 04 200  7.0  8.0   3.2     8    MM  MM  994.8   6.7   4.6    MM  0.9   MM    MM
2016 03 02 13 04 170 12.0 14.0   3.1     8    MM  MM  994.3   7.4   4.6    MM  1.1   MM    MM
2016 03 02 12 04 160 11.0 14.0   3.5     8    MM  MM  994.7   7.1   4.6    MM  1.0   MM    MM
2016 03 02 11 04 160 12.0 15.0   4.0     8    MM  MM  996.4   7.2   4.6    MM  1.4   MM    MM
2016 03 02 10 04 150 12.0 15.0   3.2     8    MM  MM  998.7   6.9   4.6    MM  1.4   MM    MM
2016 03 02 09 04 160  4.0  9.0   2.9     8    MM  MM 1002.3   5.7   4.6    MM  1.3   MM    MM
2016 03 02 08 04  90  2.0  5.0   2.2     6    MM  MM 1005.8   4.9   4.6    MM  1.2   MM    MM
2016 03 02 07 04 120 10.0 13.0   1.8     5    MM  MM 1007.5   4.6   4.6    MM  1.2   MM    MM
2016 03 02 06 04 120 10.0 12.0   1.7     5    MM  MM 1010.5   4.2   4.6    MM  1.2   MM    MM
2016 03 02 05 04 130 10.0 11.0   1.3     5    MM  MM 1012.8   4.0   4.5    MM  1.6   MM    MM
2016 03 02 04 04 140  9.0 11.0   1.2     5    MM  MM 1014.8   3.8   4.5    MM  1.6   MM    MM
2016 03 02 03 04 140  9.0 10.0   1.0     4    MM  MM 1016.0   3.5   4.5    MM  1.6   MM    MM
2016 03 02 02 04 140  9.0 11.0   0.8     4    MM  MM 1016.6   3.0   4.5    MM  1.6   MM    MM
2016 03 02 01 04 140  8.0 10.0   0.6     3    MM  MM 1017.2   2.4   4.3    MM  1.6   MM    MM
2016 03 02 00 04 140  6.0  7.0   0.8    11    MM  MM 1018.2   2.0   4.3    MM  1.6   MM    MM
2016 03 01 23 04 150  5.0  6.0   0.6    11    MM  MM 1018.6   1.7   4.4    MM  1.6   MM    MM
2016 03 01 22 04 130  4.0  5.0   0.5    11    MM  MM 1018.9   1.9   4.4    MM  1.6   MM    MM
2016 03 01 21 04 150  4.0  5.0   0.6    11    MM  MM 1019.1   1.3   4.4    MM  1.6   MM    MM
2016 03 01 20 04 120  3.0  3.0   0.6    11    MM  MM 1018.9   1.1   4.5    MM  1.6   MM    MM
2016 03 01 19 04 220  2.0  3.0   0.8    11    MM  MM 1019.7   1.1   4.5    MM  1.6   MM    MM
2016 03 01 18 04 290  4.0  6.0   1.1    11    MM  MM 1020.7   0.1   4.5    MM  1.6   MM    MM
2016 03 01 17 04 230  5.0  7.0   0.4     3    MM  MM 1021.5  -0.6   4.5    MM  1.6   MM    MM
2016 03 01 16 04 290  5.0  7.0   0.5     3    MM  MM 1021.6  -1.2   4.5    MM  1.6   MM    MM
2016 03 01 15 04 310  7.0  9.0   0.6     3    MM  MM 1020.8  -2.0   4.4    MM  1.6   MM    MM
2016 03 01 14 04 300  8.0 10.0   0.7     3    MM  MM 1020.1  -2.4   4.4    MM  1.3   MM    MM
2016 03 01 13 04 300 11.0 13.0   0.8     4    MM  MM 1019.1  -2.0   4.5    MM  1.3   MM    MM
2016 03 01 12 04 290 13.0 15.0   1.1     4    MM  MM 1017.8  -1.7   4.4    MM  1.4   MM    MM
2016 03 01 11 04 300 12.0 15.0   1.1     4    MM  MM 1015.6  -0.6   4.4    MM  1.6   MM    MM
2016 03 01 10 04 300 12.0 14.0   1.1     4    MM  MM 1013.5   1.3   4.4    MM  1.6   MM    MM
2016 03 01 09 04 300 11.0 14.0   1.2     4    MM  MM 1010.8   4.1   4.4    MM  1.6   MM    MM
2016 03 01 08 04 280 10.0 13.0   0.8     4    MM  MM 1008.1   6.4   4.4    MM  1.6   MM    MM
2016 03 01 07 04 230  7.0  9.0   1.1     8    MM  MM 1006.8   6.2   4.5    MM  1.6   MM    MM
2016 03 01 06 04 210  8.0 10.0   0.7     4    MM  MM 1006.1   5.6   4.4    MM  1.6   MM    MM
2016 03 01 05 04 210  6.0  8.0   0.9     6    MM  MM 1006.0   5.4   4.5    MM  1.6   MM    MM
2016 03 01 04 04 210  4.0  5.0   1.1     8    MM  MM 1006.3   5.1   4.5    MM  1.6   MM    MM
2016 03 01 03 04 260  7.0  9.0   1.1     5    MM  MM 1006.1   6.0   4.5    MM  1.6   MM    MM
2016 03 01 02 04 260  9.0 11.0   1.2     8    MM  MM 1005.3   6.5   4.5    MM  1.6   MM    MM
2016 03 01 01 04 250  8.0 11.0   1.0     6    MM  MM 1003.6   7.1   4.5    MM  1.6   MM    MM
2016 03 01 00 04 240  6.0  8.0   1.2     8    MM  MM 1002.4   6.7   4.4    MM  1.6   MM    MM
2016 02 29 22 04 200  5.0  7.0   1.2     8    MM  MM  999.3   6.7   4.5    MM  1.6   MM    MM
2016 02 29 21 04 230  5.0  6.0   1.1     8    MM  MM  998.5   7.0   4.5    MM  1.6   MM    MM
2016 02 29 20 04 240  6.0  7.0   1.3     6    MM  MM  998.2   7.6   4.5    MM  1.6   MM    MM
2016 02 29 19 04 260  7.0  8.0   1.3     6    MM  MM  997.6   8.7   4.5    MM  1.6   MM    MM
2016 02 29 18 04 190  6.0  7.0   1.4     6    MM  MM  996.8   6.5   4.5    MM  1.6   MM    MM
2016 02 29 17 04 200  7.0  8.0   1.2     5    MM  MM  997.0   7.3   4.5    MM  1.6   MM    MM
2016 02 29 16 04 200  9.0 11.0   1.6     5    MM  MM  997.1   6.9   4.5    MM  1.6   MM    MM
2016 02 29 15 04 210  9.0 10.0   1.8     6    MM  MM  998.1   6.3   4.4    MM  1.6   MM    MM
2016 02 29 14 04 200  9.0 11.0   1.6     6    MM  MM  998.5   6.2   4.4    MM  1.5   MM    MM
2016 02 29 13 04 210  9.0 11.0   1.6     6    MM  MM  999.1   5.9   4.4    MM  1.6   MM    MM
2016 02 29 12 04 200  7.0  9.0   1.5     6    MM  MM  999.2   5.6   4.3    MM  1.5   MM    MM
2016 02 29 11 04 200  8.0  9.0   1.3     5    MM  MM  999.4   5.4   4.3    MM  1.6   MM    MM
2016 02 29 10 04 190  7.0  9.0   1.2     5    MM  MM 1000.3   5.5   4.3    MM  1.6   MM    MM
2016 02 29 09 04 200  5.0  6.0   1.2     5    MM  MM 1001.2   5.4   4.3    MM  1.6   MM    MM
2016 02 29 08 04 200  7.0  7.0   1.1     5    MM  MM 1001.6   5.4   4.3    MM  1.6   MM    MM
2016 02 29 07 04 200  9.0 10.0   1.2     5    MM  MM 1002.4   5.5   4.3    MM  1.6   MM    MM
2016 02 29 06 04 190  7.0  8.0   1.1     6    MM  MM 1003.5   5.4   4.3    MM  1.6   MM    MM
2016 02 29 05 04 190  8.0  9.0   1.0     5    MM  MM 1004.2   5.7   4.3    MM  1.6   MM    MM
2016 02 29 04 04 190  7.0  8.0   1.0     5    MM  MM 1005.1   5.7   4.3    MM  1.6   MM    MM
2016 02 29 03 04 180  6.0  8.0   1.1     5    MM  MM 1006.0   6.2   4.3    MM  1.6   MM    MM
2016 02 29 02 04 200  8.0  9.0   1.0     5    MM  MM 1006.2   6.7   4.3    MM  1.6   MM    MM
2016 02 29 01 04 190  9.0 10.0   1.0     4    MM  MM 1006.0   6.4   4.2    MM  1.6   MM    MM
2016 02 29 00 04 190  8.0  9.0   0.9     4    MM  MM 1006.1   6.6   4.2    MM  1.6   MM    MM
2016 02 28 23 04 180  6.0  8.0   0.7     5    MM  MM 1005.9   5.9   4.2    MM  1.6   MM    MM
2016 02 28 22 04 160  4.0  5.0   0.6     6    MM  MM 1006.2   5.3   4.2    MM  1.6   MM    MM
2016 02 28 21 04 150  5.0  6.0   0.6     5    MM  MM 1006.7   5.5   4.3    MM  1.5   MM    MM
2016 02 28 20 04 150  5.0  5.0   0.7     5    MM  MM 1007.1   5.5   4.2    MM  1.6   MM    MM
2016 02 28 19 04 190  6.0  6.0   0.8     4    MM  MM 1007.5   5.9   4.3    MM  1.6   MM    MM
2016 02 28 18 04 210  7.0  8.0   0.8     4    MM  MM 1008.0   5.4   4.3    MM  1.6   MM    MM
2016 02 28 17 04 210  6.0  8.0   0.7     5    MM  MM 1008.8   5.3   4.2    MM  1.6   MM    MM
2016 02 28 16 04 210  5.0  6.0   0.7     5    MM  MM 1009.6   4.6   4.2    MM  1.6   MM    MM
2016 02 28 15 04 230  5.0  6.0   0.8     5    MM  MM 1010.4   4.3   4.3    MM  1.6   MM    MM
2016 02 28 14 04 240  7.0  8.0   0.9     5    MM  MM 1010.3   4.0   4.2    MM  1.6   MM    MM
2016 02 28 13 04 230  8.0 10.0   0.9     5    MM  MM 1010.1   3.8   4.2    MM  1.6   MM    MM
2016 02 28 12 04 240  9.0 10.0   1.0     5    MM  MM 1009.4   3.7   4.2    MM  1.6   MM    MM
2016 02 28 11 04 240  9.0 10.0   0.9     5    MM  MM 1008.9   3.6   4.2    MM  1.6   MM    MM
2016 02 28 10 04 230  8.0 10.0   1.0     5    MM  MM 1008.5   3.7   4.2    MM  1.6   MM    MM
2016 02 28 09 04 230  8.0 10.0   1.0     5    MM  MM 1007.8   3.3   4.2    MM  1.6   MM    MM
2016 02 28 08 04 240 10.0 12.0   1.3     5    MM  MM 1007.3   3.0   4.2    MM  1.6   MM    MM
2016 02 28 07 04 230 10.0 12.0   1.3     5    MM  MM 1007.7   2.7   4.2    MM  1.6   MM    MM
2016 02 28 06 04 230 10.0 12.0   1.3     5    MM  MM 1007.8   2.8   4.2    MM  1.6   MM    MM
2016 02 28 05 04 230  9.0 11.0   1.4     5    MM  MM 1008.4   2.6   4.2    MM  1.6   MM    MM
2016 02 28 04 04 220 10.0 13.0   1.5     5    MM  MM 1008.5   2.3   4.1    MM  1.6   MM    MM
2016 02 28 03 04 230 11.0 14.0   1.5     5    MM  MM 1009.1   2.3   4.1    MM  1.6   MM    MM
2016 02 28 02 04 220 11.0 13.0   1.2     5    MM  MM 1009.6   2.6   4.1    MM  1.6   MM    MM
2016 02 28 01 04 220 10.0 12.0   1.2     5    MM  MM 1010.2   2.8   4.1    MM  1.6   MM    MM
2016 02 28 00 04 220 10.0 13.0   1.4     5    MM  MM 1010.7   2.9   4.1    MM  1.6   MM    MM
2016 02 27 23 04 190 10.0 11.0   1.3     5    MM  MM 1010.3   1.9   4.1    MM  1.6   MM    MM
2016 02 27 22 04 190 10.0 13.0   1.1     4    MM  MM 1010.6   0.9   4.1    MM  1.6   MM    MM
2016 02 27 21 04 180  9.0 11.0   0.8     4    MM  MM 1011.4   0.7   4.1    MM  1.6   MM    MM
2016 02 27 20 04 180  8.0 10.0   0.6     3    MM  MM 1012.6  -0.9   4.2    MM  1.6   MM    MM
2016 02 27 19 04 190  7.0  8.0   0.4     3    MM  MM 1013.4  -2.1   4.3    MM  1.6   MM    MM
2016 02 27 18 04 180  6.0  7.0   0.5    11    MM  MM 1014.4  -3.1   4.3    MM  1.6   MM    MM
2016 02 27 17 04 180  4.0  6.0   0.5    11    MM  MM 1016.1  -3.6   4.3    MM  1.6   MM    MM
2016 02 27 16 04 200  3.0  5.0   0.6    11    MM  MM 1017.1  -4.8   4.2    MM  1.6   MM    MM
2016 02 27 15 04 280  1.0  3.0   0.6    11    MM  MM 1017.8  -4.7   4.1    MM  1.6   MM    MM
2016 02 27 14 04 280  2.0  4.0   0.7    11    MM  MM 1017.9  -5.3   4.1    MM  1.6   MM    MM
2016 02 27 13 04 300  3.0  4.0   0.7    11    MM  MM 1018.1  -6.0   4.1    MM  1.6   MM    MM
2016 02 27 12 04 310  3.0  5.0   0.9    11    MM  MM 1017.5  -6.2   4.1    MM  1.5   MM    MM
2016 02 27 11 04 310  5.0  6.0   0.5     3    MM  MM 1016.9  -6.5   4.1    MM  1.6   MM    MM
2016 02 27 10 04 310  7.0  9.0    MM    MM    MM  MM 1016.4  -6.3   4.1    MM  1.6   MM    MM
2016 02 27 09 04 300  8.0 10.0   1.1    11    MM  MM 1015.4  -6.1   4.1    MM  1.6   MM    MM
2016 02 27 08 04 300  9.0 11.0   0.8     3    MM  MM 1015.0  -5.7   4.2    MM  1.6   MM    MM
2016 02 27 07 04 300  8.0 11.0   0.7     3    MM  MM 1014.6  -5.7   4.2    MM  1.6   MM    MM
2016 02 27 06 04 300 11.0 14.0   0.9     4    MM  MM 1014.4  -5.4   4.2    MM  1.6   MM    MM
2016 02 27 05 04 300 11.0 14.0   0.9     4    MM  MM 1013.7  -4.9   4.2    MM  1.6   MM    MM
2016 02 27 04 04 300 11.0 14.0   0.9     4    MM  MM 1013.0  -4.1   4.2    MM  1.6   MM    MM
2016 02 27 03 04 300  9.0 13.0   0.9     4    MM  MM 1012.5  -3.8   4.2    MM  1.6   MM    MM
2016 02 27 02 04 290 12.0 14.0   1.4    11    MM  MM 1011.9  -3.4   4.2    MM  1.6   MM    MM
2016 02 27 01 04 300 11.0 13.0   1.0     4    MM  MM 1011.2  -2.7   4.3    MM  1.6   MM    MM
2016 02 27 00 04 300 13.0 17.0   1.3     4    MM  MM 1009.9  -2.0   4.3    MM  1.6   MM    MM
2016 02 26 23 04 300 13.0 17.0   1.9    11    MM  MM 1008.2  -1.1   4.3    MM  1.6   MM    MM
2016 02 26 22 04 300 13.0 16.0   2.0    11    MM  MM 1006.3  -0.3   4.3    MM  1.5   MM    MM
2016 02 26 21 04 290 12.0 15.0   1.2     4    MM  MM 1004.8  -0.1   4.4    MM  1.6   MM    MM
2016 02 26 20 04  MM 15.0 18.0    MM    MM    MM  MM 1003.6   0.0   4.4    MM  1.6   MM    MM
2016 02 26 19 04 300 14.0 18.0   1.4     4    MM  MM 1002.5   0.3   4.4    MM  1.6   MM    MM
2016 02 26 18 04 310 13.0 16.0   2.1    11    MM  MM 1001.7   0.5   4.4    MM  1.4   MM    MM
2016 02 26 17 04 280 12.0 16.0   1.2     4    MM  MM 1001.4   0.4   4.4    MM  1.4   MM    MM
2016 02 26 16 04 280 11.0 14.0   2.0    11    MM  MM 1001.2   0.1   4.4    MM  1.6   MM    MM
2016 02 26 15 04 280 10.0 12.0    MM    MM    MM  MM 1000.5   0.4   4.3    MM  1.6   MM    MM
2016 02 26 14 04 280 10.0 13.0   1.9    11    MM  MM  999.9   0.5   4.4    MM  1.5   MM    MM
2016 02 26 13 04 280  8.0 11.0   2.0    11    MM  MM  999.0   0.6   4.6    MM  1.6   MM    MM
2016 02 26 12 04 280 11.0 13.0   2.2    11    MM  MM  997.9   0.9   4.5    MM  1.6   MM    MM
2016 02 26 11 04 280 10.0 13.0   2.5    11    MM  MM  996.3   1.3   4.6    MM  1.6   MM    MM
2016 02 26 10 04 280 10.0 14.0   2.2    11    MM  MM  995.1   1.8   4.5    MM  1.6   MM    MM
2016 02 26 09 04 280 10.0 12.0   2.5    11    MM  MM  993.8   2.4   4.5    MM  1.6   MM    MM
2016 02 26 08 04 280 11.0 14.0   2.5    11    MM  MM  993.0   2.7   4.4    MM  1.6   MM    MM
2016 02 26 07 04 260  9.0 11.0   2.4    11    MM  MM  991.7   4.0   4.4    MM  1.6   MM    MM
2016 02 26 06 04 250 10.0 12.0   2.5    11    MM  MM  990.6   4.8   4.4    MM  1.6   MM    MM
2016 02 26 05 04 240 10.0 11.0   2.6    11    MM  MM  989.5   5.0   4.4    MM  1.6   MM    MM
2016 02 26 04 04 240  7.0  9.0   3.0    11    MM  MM  988.8   5.4   4.4    MM  1.6   MM    MM
2016 02 26 03 04 260  9.0 10.0   2.6    11    MM  MM  988.7   5.9   4.4    MM  1.6   MM    MM
2016 02 26 02 04 250  7.0  9.0   2.8    11    MM  MM  987.8   6.1   4.3    MM  1.6   MM    MM
2016 02 26 01 04 260 10.0 11.0   3.3    11    MM  MM  986.6   7.0   4.3    MM  1.6   MM    MM
2016 02 26 00 04 250  9.0 12.0   3.4    11    MM  MM  985.3   7.5   4.4    MM  1.6   MM    MM
2016 02 25 23 04 210 10.0 11.0   3.1     8    MM  MM  984.0   7.1   4.4    MM  1.6   MM    MM
2016 02 25 22 04 190 10.0 11.0   3.0    11    MM  MM  983.6   6.7   4.4    MM  1.6   MM    MM
2016 02 25 21 04 180 10.0 13.0   2.8     8    MM  MM  982.9   6.7   4.4    MM  1.6   MM    MM
2016 02 25 20 04 180 11.0 13.0   2.5     8    MM  MM  982.2   7.4   4.4    MM  1.6   MM    MM
2016 02 25 19 04 170 10.0 12.0   2.9     8    MM  MM  983.1   7.3   4.4    MM  1.6   MM    MM
2016 02 25 18 04 170  8.0 10.0   2.9     8    MM  MM  984.1   6.9   4.4    MM  1.4   MM    MM
2016 02 25 17 04 190  9.0 10.0   2.8     8    MM  MM  985.5   7.1   4.3    MM  1.2   MM    MM
2016 02 25 16 04 180  9.0 10.0   2.9     8    MM  MM  987.3   7.3   4.3    MM  0.2   MM    MM
2016 02 25 15 04 170  9.0 11.0   2.8     8    MM  MM  988.1   7.2   4.3    MM  0.8   MM    MM
2016 02 25 14 04  MM   MM   MM   3.3    11    MM  MM     MM    MM   4.3    MM   MM   MM    MM
2016 02 25 13 04 170 10.0 12.0   3.6     8    MM  MM  990.3   8.0   4.3    MM  0.6   MM    MM
2016 02 25 12 04 170  9.0 11.0   3.2     8    MM  MM  991.5   8.3   4.3    MM  0.4   MM    MM
2016 02 25 11 04 170 11.0 13.0   3.2    11    MM  MM  992.0   9.1   4.4    MM  0.8   MM    MM
2016 02 25 10 04 170  9.0 11.0   3.2     8    MM  MM  992.5   9.3   4.5    MM  0.8   MM    MM
2016 02 25 09 04 180 12.0 14.0   2.5     6    MM  MM  994.6   9.0   4.5    MM  0.9   MM    MM
2016 02 25 08 04 160 12.0 14.0   2.6     6    MM  MM  994.0   9.1   4.5    MM  1.1   MM    MM
2016 02 25 07 04 160 12.0 15.0   2.9     6    MM  MM  995.9   9.3   4.5    MM  1.2   MM    MM
2016 02 25 06 04 150 12.0 14.0   2.0     8    MM  MM  997.8   8.6   4.4    MM  1.2   MM    MM
2016 02 25 05 04 160  9.0 11.0   2.0     8    MM  MM  999.9   7.9   4.5    MM  1.3   MM    MM
2016 02 25 04 04  10  3.0  4.0   1.9     8    MM  MM 1002.6   4.3   4.4    MM  0.3   MM    MM
2016 02 25 03 04  10  5.0  6.0   2.4     8    MM  MM 1004.0   4.3   4.4    MM  0.9   MM    MM
2016 02 25 02 04  20  7.0  9.0   1.9     8    MM  MM 1005.6   4.2   4.3    MM  0.8   MM    MM
2016 02 25 01 04  30  7.0  8.0   2.2     8    MM  MM 1007.1   4.6   4.4    MM  0.9   MM    MM
2016 02 25 00 04  30  8.0 10.0   2.1     8    MM  MM 1008.4   3.4   4.3    MM  1.4   MM    MM
2016 02 24 23 04  20  8.0 11.0   1.7     8    MM  MM 1010.3   3.1   4.4    MM  1.5   MM    MM
2016 02 24 22 04  20  8.0 11.0   2.3     8    MM  MM 1011.4   2.7   4.4    MM  1.5   MM    MM
2016 02 24 21 04  20 10.0 11.0   1.9     8    MM  MM 1011.7   2.9   4.3    MM  0.8   MM    MM
2016 02 24 20 04  30 10.0 12.0   2.1     6    MM  MM 1012.6   2.6   4.3    MM  1.2   MM    MM
2016 02 24 19 04  20 10.0 12.0   2.0     6    MM  MM 1014.2   2.3   4.3    MM  1.3   MM    MM
2016 02 24 18 04  20  9.0 10.0   1.9     6    MM  MM 1015.7   2.3   4.3    MM  1.4   MM    MM
2016 02 24 17 04  20  9.0 11.0   2.0     6    MM  MM 1017.3   2.1   4.3    MM  1.2   MM    MM
2016 02 24 16 04  20  9.0 11.0   2.1     6    MM  MM 1018.9   2.1   4.3    MM  1.2   MM    MM
2016 02 24 15 04  20 10.0 12.0   2.1     6    MM  MM 1020.4   1.9   4.4    MM  1.2   MM    MM
2016 02 24 14 04  20 11.0 12.0   1.9     6    MM  MM 1021.9   1.5   4.4    MM  1.3   MM    MM
2016 02 24 13 04  20 11.0 12.0   1.9     6    MM  MM 1022.9   1.3   4.3    MM  1.1   MM    MM
2016 02 24 12 04  20 10.0 13.0   1.9     6    MM  MM 1023.4   1.2   4.3    MM  1.3   MM    MM
2016 02 24 11 04  20  9.0 11.0   1.6     6    MM  MM 1024.0   1.6   4.2    MM  1.3   MM    MM
2016 02 24 10 04  60  7.0  9.0   1.5     6    MM  MM 1024.7   3.9   4.2    MM  1.4   MM    MM
2016 02 24 09 04  60  7.0  9.0   1.7     6    MM  MM 1025.5   3.6   4.2    MM  1.5   MM    MM
2016 02 24 08 04  70  8.0  8.0   1.5     6    MM  MM 1026.0   3.4   4.2    MM  1.6   MM    MM
2016 02 24 07 04  70  7.0  8.0   1.7     6    MM  MM 1026.9   3.2   4.2    MM  1.6   MM    MM
2016 02 24 06 04  80  7.0  9.0   1.4     5    MM  MM 1027.5   2.9   4.2    MM  1.6   MM    MM
2016 02 24 05 04  70  8.0  9.0   1.3     5    MM  MM 1028.5   2.5   4.2    MM  1.6   MM    MM
